,date,price
1931,2024-10-07,62209.84
1932,2024-10-08,62129.17
1933,2024-10-09,60585.22
1934,2024-10-10,60280.38
1935,2024-10-11,62517.42
1936,2024-10-12,63197.03
1937,2024-10-13,62854.48
1938,2024-10-14,66068.25
1939,2024-10-15,67064.69
1940,2024-10-16,67614.71
1941,2024-10-17,67408.87
1942,2024-10-18,68425.63
1943,2024-10-19,68370.04
1944,2024-10-20,69020.94
1945,2024-10-21,67358.14
1946,2024-10-22,67390.32
1947,2024-10-23,66612.97
1948,2024-10-24,68163.56
1949,2024-10-25,66577.77
1950,2024-10-26,67014.72
1951,2024-10-27,67945.14
1952,2024-10-28,69925.83
1953,2024-10-29,72723.67
1954,2024-10-30,72331.96
1955,2024-10-31,70207.54
1956,2024-11-01,69473.41
1957,2024-11-02,69354.01
1958,2024-11-03,68747.04
1959,2024-11-04,67811.95
1960,2024-11-05,69378.09
1961,2024-11-06,75643.57
1962,2024-11-07,75922.41
1963,2024-11-08,76562.31
1964,2024-11-09,76716.41
1965,2024-11-10,80429.43
1966,2024-11-11,88758.31
1967,2024-11-12,88040.54
1968,2024-11-13,90498.51
1969,2024-11-14,87334.19
1970,2024-11-15,91058.92
1971,2024-11-16,90630.94
1972,2024-11-17,89877.16
1973,2024-11-18,90514.83
1974,2024-11-19,92418.48
1975,2024-11-20,94379.92
1976,2024-11-21,98436.25
1977,2024-11-22,99010.89
1978,2024-11-23,97765.04
1979,2024-11-24,98018.2
1980,2024-11-25,93019.38
1981,2024-11-26,91903.89
1982,2024-11-27,95957.51
1983,2024-11-28,95670.41
1984,2024-11-29,97510.92
1985,2024-11-30,96473.51
1986,2024-12-01,97276.47
1987,2024-12-02,95859.75
1988,2024-12-03,95928.37
1989,2024-12-04,98751.87
1990,2024-12-05,97053.82
1991,2024-12-06,99897.97
1992,2024-12-07,99926.38
1993,2024-12-08,101189.81
1994,2024-12-09,97338.34
1995,2024-12-10,96657.88
1996,2024-12-11,101203.07
1997,2024-12-12,100041.98
1998,2024-12-13,101429.78
1999,2024-12-14,101402.95
2000,2024-12-15,102737.04
